Tanggal,Premium,Medium
20/08/2022,10333,9000
21/08/2022,10333,9000
22/08/2022,10333,9000
23/08/2022,10333,9000
24/08/2022,10333,9000
25/08/2022,10333,9000
26/08/2022,10333,9000
27/08/2022,10333,9000
28/08/2022,10333,9000
29/08/2022,10333,9000
30/08/2022,10333,9000
31/08/2022,10333,9000
01/09/2022,10333,9000
02/09/2022,10333,9000
03/09/2022,10333,9000
04/09/2022,10333,9000
05/09/2022,10333,9000
06/09/2022,10333,9000
07/09/2022,10333,9000
08/09/2022,10333,9000
09/09/2022,10333,9000
10/09/2022,10333,9000
11/09/2022,10333,9000
12/09/2022,10333,9000
13/09/2022,10333,9000
14/09/2022,10333,9000
15/09/2022,10333,9000
16/09/2022,10333,9000
17/09/2022,10333,9000
18/09/2022,10333,9000
19/09/2022,10333,9000
20/09/2022,10333,8750
21/09/2022,10333,9000
22/09/2022,10333,9000
23/09/2022,10333,9000
24/09/2022,10333,9000
25/09/2022,10333,9000
26/09/2022,10333,9000
27/09/2022,10333,9000
28/09/2022,10333,9000
29/09/2022,10333,9000
30/09/2022,10333,10000
01/10/2022,10333,10000
02/10/2022,10333,10000
03/10/2022,10333,10000
04/10/2022,10333,10000
05/10/2022,10333,10000
06/10/2022,10333,10000
07/10/2022,10333,10000
08/10/2022,10333,10000
09/10/2022,10333,10000
10/10/2022,10333,10000
11/10/2022,10333,10000
12/10/2022,10333,10000
13/10/2022,10333,10000
14/10/2022,10333,10000
15/10/2022,10333,10000
16/10/2022,10333,10000
17/10/2022,10333,10000
18/10/2022,10333,10000
19/10/2022,10333,10000
20/10/2022,10333,10000
21/10/2022,10333,10000
22/10/2022,10333,10000
23/10/2022,10333,10000
24/10/2022,10333,10000
25/10/2022,10333,10000
26/10/2022,10333,10000
27/10/2022,10333,10000
28/10/2022,10333,10000
29/10/2022,10333,10000
30/10/2022,10333,10000
31/10/2022,10333,10000
01/11/2022,10333,10000
02/11/2022,10333,10000
03/11/2022,10333,10000
04/11/2022,10333,10000
05/11/2022,10333,10000
06/11/2022,10333,10000
07/11/2022,10333,10000
08/11/2022,10333,10000
09/11/2022,10333,10000
10/11/2022,10333,10000
11/11/2022,10333,10000
12/11/2022,10333,10000
13/11/2022,10333,10000
14/11/2022,10333,10000
15/11/2022,10333,10000
16/11/2022,10333,10000
17/11/2022,10333,10000
18/11/2022,10333,10000
19/11/2022,10333,10000
20/11/2022,10333,10000
21/11/2022,10333,10000
22/11/2022,10333,10000
23/11/2022,10333,10000
24/11/2022,10333,10000
25/11/2022,10500,10000
26/11/2022,10500,10000
27/11/2022,10500,10000
28/11/2022,10666,10000
29/11/2022,10666,10000
30/11/2022,10666,10000
01/12/2022,10666,10000
02/12/2022,10666,10000
03/12/2022,10666,10000
04/12/2022,10666,10000
05/12/2022,10666,10000
06/12/2022,10666,10000
07/12/2022,10666,10000
08/12/2022,10750,10000
09/12/2022,10666,10000
10/12/2022,10666,10000
11/12/2022,10666,10000
12/12/2022,10666,10000
13/12/2022,10666,10000
14/12/2022,10666,10000
15/12/2022,10666,10000
16/12/2022,10666,10000
17/12/2022,10666,10000
18/12/2022,10666,10000
19/12/2022,10666,10000
20/12/2022,10666,10000
21/12/2022,10666,10000
22/12/2022,10666,10000
23/12/2022,10666,10000
24/12/2022,10666,10000
25/12/2022,10666,10000
26/12/2022,10666,10000
27/12/2022,10666,10000
28/12/2022,10666,9666
29/12/2022,10666,9666
30/12/2022,11000,9500
31/12/2022,11000,9500
01/01/2023,11166,9500
02/01/2023,11166,9666
03/01/2023,11166,9666
04/01/2023,11166,9666
05/01/2023,11166,9666
06/01/2023,11166,9666
07/01/2023,11166,9666
08/01/2023,11166,9666
09/01/2023,11166,9666
10/01/2023,11166,9666
11/01/2023,11166,9666
12/01/2023,11166,9666
13/01/2023,11166,9666
14/01/2023,11166,9666
15/01/2023,11166,9666
16/01/2023,11166,9666
17/01/2023,11166,9666
18/01/2023,11166,9666
19/01/2023,11166,9666
20/01/2023,11166,10333
21/01/2023,11166,10333
22/01/2023,11166,10333
23/01/2023,11166,10333
24/01/2023,11166,10333
25/01/2023,11166,10333
26/01/2023,11166,10333
27/01/2023,11166,10333
28/01/2023,11166,10333
29/01/2023,11166,10333
30/01/2023,11166,10333
31/01/2023,11166,10333
01/02/2023,11166,10333
02/02/2023,11166,10333
03/02/2023,11166,10333
04/02/2023,11166,10333
05/02/2023,11166,10333
06/02/2023,11166,10333
07/02/2023,11166,10333
08/02/2023,11166,10333
09/02/2023,11166,10333
10/02/2023,11166,10333
11/02/2023,11166,10333
12/02/2023,11166,10333
13/02/2023,12000,11666
14/02/2023,12000,11750
15/02/2023,12000,11666
16/02/2023,12000,11666
17/02/2023,12000,11666
18/02/2023,12000,11666
19/02/2023,12000,11666
20/02/2023,12000,11666
21/02/2023,11833,11333
22/02/2023,11833,11333
23/02/2023,11833,11333
24/02/2023,11750,11250
25/02/2023,11750,11250
26/02/2023,11750,11250
27/02/2023,11833,11333
28/02/2023,11833,11333
01/03/2023,11833,11166
02/03/2023,11833,11166
03/03/2023,11833,11166
04/03/2023,11833,11166
05/03/2023,11833,11166
06/03/2023,11833,11166
07/03/2023,11833,11166
08/03/2023,11833,11166
09/03/2023,11833,11166
10/03/2023,11833,11166
11/03/2023,11833,11166
12/03/2023,11833,11166
13/03/2023,11833,11166
14/03/2023,11833,11166
15/03/2023,11833,11166
16/03/2023,11833,11166
17/03/2023,11833,11166
18/03/2023,11833,11166
19/03/2023,11833,11166
20/03/2023,11833,11166
21/03/2023,11833,11166
22/03/2023,11833,11166
23/03/2023,11833,11166
24/03/2023,11833,11166
25/03/2023,11833,11166
26/03/2023,11833,11166
27/03/2023,11833,11166
28/03/2023,11833,11166
29/03/2023,11833,11166
30/03/2023,11833,11166
31/03/2023,11833,11166
01/04/2023,11833,11166
02/04/2023,11833,11166
03/04/2023,11833,11166
04/04/2023,11750,11000
05/04/2023,11833,11166
06/04/2023,11833,11166
07/04/2023,11833,11166
08/04/2023,11833,11166
09/04/2023,11833,11166
10/04/2023,11833,11166
11/04/2023,11833,11166
12/04/2023,11833,11166
13/04/2023,11833,11166
14/04/2023,11833,11166
15/04/2023,11833,11166
16/04/2023,11833,11166
17/04/2023,11833,11166
18/04/2023,11833,11166
19/04/2023,11833,11166
20/04/2023,11833,11166
21/04/2023,11833,11166
22/04/2023,11833,11166
23/04/2023,11833,11166
24/04/2023,11833,11166
25/04/2023,11833,11166
26/04/2023,11833,11166
27/04/2023,11833,11166
28/04/2023,11833,11166
29/04/2023,11833,11166
30/04/2023,11833,11166
01/05/2023,11833,11166
02/05/2023,11833,11166
03/05/2023,11833,11166
04/05/2023,11833,11166
05/05/2023,11833,11166
06/05/2023,11833,11166
07/05/2023,11833,11166
08/05/2023,11833,11166
09/05/2023,11833,11166
10/05/2023,11833,11166
11/05/2023,11833,11166
12/05/2023,11833,11166
13/05/2023,11833,11166
14/05/2023,11833,11166
15/05/2023,11833,11166
16/05/2023,11833,11166
17/05/2023,11833,11166
18/05/2023,11833,11166
19/05/2023,11833,11166
20/05/2023,11833,11166
21/05/2023,11833,11166
22/05/2023,11833,11166
23/05/2023,11833,11166
24/05/2023,11833,11166
25/05/2023,11833,11166
26/05/2023,11833,11166
27/05/2023,11833,11166
28/05/2023,11833,11166
29/05/2023,11833,11166
30/05/2023,11833,11166
31/05/2023,11833,11166
01/06/2023,11833,11166
02/06/2023,11833,11166
03/06/2023,11833,11166
04/06/2023,11833,11166
05/06/2023,11833,11166
06/06/2023,11833,11166
07/06/2023,11833,11166
08/06/2023,11833,11166
09/06/2023,11833,11166
10/06/2023,11833,11166
11/06/2023,11833,11166
12/06/2023,11833,11166
13/06/2023,11833,11166
14/06/2023,11833,11166
15/06/2023,11833,11166
16/06/2023,11833,11166
17/06/2023,11833,11166
18/06/2023,11833,11166
19/06/2023,11833,11166
20/06/2023,11833,11166
21/06/2023,11833,11166
22/06/2023,11833,11166
23/06/2023,11833,11166
24/06/2023,11833,11166
25/06/2023,11833,11166
26/06/2023,11833,11166
27/06/2023,11500,11000
28/06/2023,11500,11166
29/06/2023,11500,11166
30/06/2023,11500,11166
01/07/2023,11500,11166
02/07/2023,11500,11166
03/07/2023,11833,11166
04/07/2023,11833,11166
05/07/2023,11833,11166
06/07/2023,11833,11166
07/07/2023,11833,11166
08/07/2023,11833,11166
09/07/2023,11833,11166
10/07/2023,11833,11166
11/07/2023,11833,11166
12/07/2023,11833,11166
13/07/2023,11833,11166
14/07/2023,11833,11166
15/07/2023,11833,11166
16/07/2023,11833,11166
17/07/2023,11500,11000
18/07/2023,11833,11166
19/07/2023,11833,11166
20/07/2023,11833,11166
21/07/2023,11833,11166
22/07/2023,11833,11166
23/07/2023,11833,11166
24/07/2023,11833,11166
25/07/2023,11833,11166
26/07/2023,11833,11166
27/07/2023,11833,11166
28/07/2023,11833,11166
29/07/2023,11833,11166
30/07/2023,11833,11166
31/07/2023,11833,11166
01/08/2023,11833,11166
02/08/2023,11833,11166
03/08/2023,11833,11166
04/08/2023,11833,11166
05/08/2023,11833,11166
06/08/2023,11833,11166
07/08/2023,11833,11166
08/08/2023,11833,11166
09/08/2023,11833,11166
10/08/2023,11833,11166
11/08/2023,11833,11166
12/08/2023,11833,11166
13/08/2023,11833,11166
14/08/2023,11833,11166
15/08/2023,11666,11000
16/08/2023,11666,11166
17/08/2023,11666,11166
18/08/2023,11500,11000
19/08/2023,11500,11000
20/08/2023,11500,11000
21/08/2023,11500,11000
22/08/2023,11500,11000
23/08/2023,11833,11166
24/08/2023,11833,11166
25/08/2023,11833,11166
26/08/2023,11666,11166
27/08/2023,11666,11166
28/08/2023,11666,11166
29/08/2023,11666,11166
30/08/2023,11666,11166
31/08/2023,11500,11000
01/09/2023,11666,11166
02/09/2023,11666,11166
03/09/2023,11666,11166
04/09/2023,11666,11166
05/09/2023,11666,11166
06/09/2023,11750,11250
07/09/2023,11666,11166
08/09/2023,11500,11000
09/09/2023,11500,11000
10/09/2023,11500,11000
11/09/2023,11666,11166
12/09/2023,11666,11166
13/09/2023,11666,11166
14/09/2023,11666,11166
15/09/2023,14000,13000
16/09/2023,14000,13000
17/09/2023,14000,13000
18/09/2023,14000,13000
19/09/2023,14000,13000
20/09/2023,14000,13000
21/09/2023,14000,13000
22/09/2023,14000,13000
23/09/2023,14000,13000
24/09/2023,14000,13000
25/09/2023,14000,13000
26/09/2023,14000,13000
27/09/2023,14000,13000
28/09/2023,14000,13000
29/09/2023,14000,13000
30/09/2023,14000,13000
01/10/2023,14000,13000
02/10/2023,14000,13000
03/10/2023,14000,13000
04/10/2023,14000,13000
05/10/2023,14000,13000
06/10/2023,14000,13000
07/10/2023,14000,13000
08/10/2023,14000,13000
09/10/2023,14000,13000
10/10/2023,14000,13000
11/10/2023,14000,13000
12/10/2023,14000,13000
13/10/2023,14000,13000
14/10/2023,14000,13000
15/10/2023,14000,13000
16/10/2023,14000,13000
17/10/2023,14000,13000
18/10/2023,14000,13000
19/10/2023,14000,13000
20/10/2023,14000,13000
21/10/2023,14000,13000
22/10/2023,14000,13000
23/10/2023,14000,13000
24/10/2023,14000,13000
25/10/2023,14000,13000
26/10/2023,14000,13000
27/10/2023,14000,13000
28/10/2023,14000,13000
29/10/2023,14000,13000
30/10/2023,14000,13000
31/10/2023,14000,13000
01/11/2023,14000,13000
02/11/2023,14000,13000
03/11/2023,14000,13000
04/11/2023,14000,13000
05/11/2023,14000,13000
06/11/2023,14000,13000
07/11/2023,14000,13000
08/11/2023,14000,13000
09/11/2023,14000,13000
10/11/2023,14000,13000
11/11/2023,14000,13000
12/11/2023,14000,13000
13/11/2023,14000,13000
14/11/2023,14000,13000
15/11/2023,14000,13000
16/11/2023,14000,13000
17/11/2023,14000,13000
18/11/2023,14000,13000
19/11/2023,14000,13000
20/11/2023,14000,13000
21/11/2023,14000,13000
22/11/2023,14000,13000
23/11/2023,14000,13000
24/11/2023,14000,13000
25/11/2023,14000,13000
26/11/2023,14000,13000
27/11/2023,14000,13000
28/11/2023,14000,13000
29/11/2023,14000,13000
30/11/2023,14000,13000
01/12/2023,14000,13000
02/12/2023,14000,13000
03/12/2023,14000,13000
04/12/2023,14000,13000
05/12/2023,14000,13000
06/12/2023,14000,13000
07/12/2023,14000,13000
08/12/2023,14000,13000
09/12/2023,14000,13000
10/12/2023,14000,13000
11/12/2023,14000,13000
12/12/2023,14000,13000
13/12/2023,14000,13000
14/12/2023,14000,13000
15/12/2023,14000,13000
16/12/2023,14000,13000
17/12/2023,14000,13000
18/12/2023,14000,13000
19/12/2023,14000,13000
20/12/2023,14000,13000
21/12/2023,14000,13000
22/12/2023,14000,13000
23/12/2023,14000,13000
24/12/2023,14000,13000
25/12/2023,14000,13000
26/12/2023,14000,13000
27/12/2023,14000,13166
28/12/2023,14000,13166
29/12/2023,14000,13000
30/12/2023,14000,13000
31/12/2023,14000,13000
01/01/2024,14000,13000
02/01/2024,14000,14000
03/01/2024,14000,14000
04/01/2024,14000,14000
05/01/2024,14000,14000
06/01/2024,14000,14000
07/01/2024,14000,14000
08/01/2024,14000,14000
09/01/2024,14000,14000
10/01/2024,14500,14000
11/01/2024,14500,14000
12/01/2024,14500,14000
13/01/2024,14500,14000
14/01/2024,14500,14000
15/01/2024,14500,14000
16/01/2024,14500,14000
17/01/2024,14500,14000
18/01/2024,14500,14000
19/01/2024,14500,14000
20/01/2024,14500,14000
21/01/2024,14500,14000
22/01/2024,14500,14000
23/01/2024,14500,14000
24/01/2024,14500,14000
25/01/2024,14500,14000
26/01/2024,14500,14000
27/01/2024,14500,14000
28/01/2024,14500,14000
29/01/2024,14500,14000
30/01/2024,14500,14000
31/01/2024,14500,14000
01/02/2024,14500,14000
02/02/2024,14500,14000
03/02/2024,14500,14000
04/02/2024,14500,14000
05/02/2024,14500,14000
06/02/2024,14250,14000
07/02/2024,14833,14000
08/02/2024,14833,14000
09/02/2024,14833,14000
10/02/2024,14833,14000
11/02/2024,14833,14000
12/02/2024,14666,14000
13/02/2024,14666,14000
14/02/2024,14666,14000
15/02/2024,16000,14000
16/02/2024,16000,15000
17/02/2024,16000,15000
18/02/2024,16000,15000
19/02/2024,16000,15333
20/02/2024,16000,15333
21/02/2024,16000,15333
22/02/2024,16000,15500
23/02/2024,16000,15333
24/02/2024,16000,15333
25/02/2024,16000,15333
26/02/2024,16000,15333
27/02/2024,16000,15000
28/02/2024,17166,15000
29/02/2024,17166,15000
01/03/2024,17166,15500
02/03/2024,17166,15500
03/03/2024,17166,15500
04/03/2024,17166,15500
05/03/2024,17166,15500
06/03/2024,17166,15500
07/03/2024,17166,15500
08/03/2024,17166,15500
09/03/2024,17166,15500
10/03/2024,17166,15500
11/03/2024,17166,15500
12/03/2024,17166,15500
13/03/2024,17166,15500
14/03/2024,17500,15500
15/03/2024,16000,15000
16/03/2024,16000,15000
17/03/2024,16000,15000
18/03/2024,16000,15000
19/03/2024,16000,15000
20/03/2024,16000,15000
21/03/2024,16000,15000
22/03/2024,16000,15000
23/03/2024,16000,15000
24/03/2024,16000,15000
25/03/2024,16000,15000
26/03/2024,16000,15000
27/03/2024,16000,15000
28/03/2024,16000,15000
29/03/2024,16000,15000
30/03/2024,16000,15000
31/03/2024,16000,15000
01/04/2024,16000,15000
02/04/2024,16000,15000
03/04/2024,16000,15000
04/04/2024,16000,15000
05/04/2024,15166,14166
06/04/2024,15166,14166
07/04/2024,15166,14166
08/04/2024,15166,14166
09/04/2024,15166,14166
10/04/2024,15166,14166
11/04/2024,15166,14166
12/04/2024,15166,14166
13/04/2024,15166,14166
14/04/2024,15166,14166
15/04/2024,15166,14166
16/04/2024,14000,13166
17/04/2024,14000,13000
18/04/2024,14000,13000
19/04/2024,14000,13166
20/04/2024,14000,13166
21/04/2024,14000,13166
22/04/2024,14000,13166
23/04/2024,14000,13166
24/04/2024,14000,13166
25/04/2024,14000,13166
26/04/2024,14000,13166
27/04/2024,14000,13166
28/04/2024,14000,13166
29/04/2024,14000,13166
30/04/2024,14000,13166
01/05/2024,14000,13166
02/05/2024,12833,11833
03/05/2024,12833,11833
04/05/2024,12833,11833
05/05/2024,12833,11833
06/05/2024,12833,11833
07/05/2024,12833,11500
08/05/2024,12833,11833
09/05/2024,12833,11833
10/05/2024,12833,11833
11/05/2024,12833,11833
12/05/2024,12833,11833
13/05/2024,12833,11833
14/05/2024,12833,12000
15/05/2024,12833,12000
16/05/2024,12833,12000
17/05/2024,12833,12000
18/05/2024,12833,12000
19/05/2024,12833,12000
20/05/2024,12833,12000
21/05/2024,12833,12000
22/05/2024,13000,12000
23/05/2024,13000,12000
24/05/2024,13000,12000
25/05/2024,13000,12000
26/05/2024,13000,12000
27/05/2024,12833,12000
28/05/2024,12833,12000
29/05/2024,12833,12000
30/05/2024,12833,12000
31/05/2024,12833,12000
01/06/2024,12833,12000
02/06/2024,12833,12000
03/06/2024,12833,12000
04/06/2024,12833,12000
05/06/2024,12833,12000
06/06/2024,12833,12000
07/06/2024,12833,12000
08/06/2024,12833,12000
09/06/2024,12833,12000
10/06/2024,12833,12000
11/06/2024,12833,12000
12/06/2024,12833,12000
13/06/2024,12833,12000
14/06/2024,12833,12000
15/06/2024,12833,12000
16/06/2024,12833,12000
17/06/2024,12833,12000
18/06/2024,12833,12000
19/06/2024,12833,12000
20/06/2024,12750,12000
21/06/2024,12833,12000
22/06/2024,12833,12000
23/06/2024,12833,12000
24/06/2024,12833,12000
25/06/2024,12833,12000
26/06/2024,12833,12000
27/06/2024,12833,12000
28/06/2024,12833,12000
29/06/2024,12833,12000
30/06/2024,12833,12000
01/07/2024,12833,12000
02/07/2024,12500,12000
03/07/2024,13500,12500
04/07/2024,13500,12333
05/07/2024,13833,12500
06/07/2024,13833,12500
07/07/2024,13833,12500
08/07/2024,13833,12500
09/07/2024,13833,12500
10/07/2024,14000,12500
11/07/2024,14000,12500
12/07/2024,14000,13000
13/07/2024,14000,13000
14/07/2024,14000,13000
15/07/2024,14000,13000
16/07/2024,14000,13000
17/07/2024,14000,13000
18/07/2024,14000,13000
19/07/2024,14000,13000
20/07/2024,14000,13000
21/07/2024,14000,13000
22/07/2024,14000,13000
23/07/2024,14000,13000
24/07/2024,14000,13000
25/07/2024,14000,13000
26/07/2024,14000,13000
27/07/2024,14000,13000
28/07/2024,14000,13000
29/07/2024,14000,13000
30/07/2024,14000,13000
31/07/2024,14000,13000
01/08/2024,14000,13000
02/08/2024,14000,13000
03/08/2024,14000,13000
04/08/2024,14000,13000
05/08/2024,14000,13000
06/08/2024,14000,13000
07/08/2024,14000,13000
08/08/2024,14000,13000
09/08/2024,14000,13000
10/08/2024,14000,13000
11/08/2024,14000,13000
12/08/2024,14000,13000
13/08/2024,14000,13000
14/08/2024,14000,13000
15/08/2024,14000,13000
16/08/2024,14000,13000
17/08/2024,14000,13000
18/08/2024,14000,13000
19/08/2024,14000,12666
20/08/2024,14000,12666
21/08/2024,14000,12666
22/08/2024,14000,12666
23/08/2024,14000,12666
24/08/2024,14000,12666
25/08/2024,14000,12666
26/08/2024,14000,12666
27/08/2024,14000,12666
28/08/2024,14000,12666
29/08/2024,14000,12666
30/08/2024,14000,12666
31/08/2024,14000,12666
01/09/2024,14000,12666
02/09/2024,14000,12666
03/09/2024,14000,12500
04/09/2024,14000,12666
05/09/2024,14000,12666
06/09/2024,14000,12666
07/09/2024,14000,12666
08/09/2024,14000,12666
09/09/2024,14000,12666
10/09/2024,14000,12666
11/09/2024,14000,12666
12/09/2024,14000,12666
13/09/2024,14000,12666
14/09/2024,14000,12666
15/09/2024,14000,12666
16/09/2024,14000,12666
17/09/2024,14000,12666
18/09/2024,14000,12666
19/09/2024,14000,12666
20/09/2024,14000,12666
21/09/2024,14000,12666
22/09/2024,14000,12666
23/09/2024,14000,12750
24/09/2024,14000,12500
25/09/2024,14000,12500
26/09/2024,14000,12666
27/09/2024,14000,12666
28/09/2024,14000,12666
29/09/2024,14000,12666
30/09/2024,14000,12666
01/10/2024,14000,12666
02/10/2024,14000,12666
03/10/2024,14000,12666
04/10/2024,14000,12666
05/10/2024,14000,12666
06/10/2024,14000,12666
07/10/2024,14000,12666
08/10/2024,14000,12666
09/10/2024,14000,12666
10/10/2024,14000,12666
11/10/2024,14000,12666
12/10/2024,14000,12666
13/10/2024,14000,12666
14/10/2024,14000,12666
15/10/2024,14000,12666
16/10/2024,14000,12666
17/10/2024,14000,12750
18/10/2024,14000,12500
19/10/2024,14000,12500
20/10/2024,14000,12666
21/10/2024,14000,12666
22/10/2024,14000,12666
23/10/2024,14000,12666
24/10/2024,14000,12666
25/10/2024,14000,12666
26/10/2024,14000,12666
27/10/2024,14000,12666
28/10/2024,14000,12500
29/10/2024,14000,12500
30/10/2024,14000,12500
31/10/2024,14000,12500
01/11/2024,14000,12500
02/11/2024,14000,12500
03/11/2024,14000,12500
04/11/2024,14000,12666
05/11/2024,14000,12666
06/11/2024,14000,12666
07/11/2024,14000,12666
08/11/2024,14000,12666
09/11/2024,14000,12666
10/11/2024,14000,12666
11/11/2024,14000,12500
12/11/2024,14000,12500
13/11/2024,14000,12166
14/11/2024,14000,12166
15/11/2024,14000,12166
16/11/2024,14000,12166
17/11/2024,14000,12166
18/11/2024,14000,12166
19/11/2024,14000,12166
20/11/2024,14000,12166
21/11/2024,14000,12166
22/11/2024,14000,12166
23/11/2024,14000,12166
24/11/2024,14000,12166
25/11/2024,14000,12166
26/11/2024,14000,12166
27/11/2024,14000,12166
28/11/2024,14000,12166
29/11/2024,14000,12166
30/11/2024,14000,12166
01/12/2024,14000,12166
02/12/2024,14000,12166
03/12/2024,14000,12166
04/12/2024,14000,12166
05/12/2024,14000,12166
06/12/2024,14000,12166
07/12/2024,14000,12166
08/12/2024,14000,12166
09/12/2024,14000,12166
10/12/2024,14000,12000
11/12/2024,14000,12166
12/12/2024,14000,12166
13/12/2024,14000,12166
14/12/2024,14000,12166
15/12/2024,14000,12166
16/12/2024,14000,12333
17/12/2024,14000,12333
18/12/2024,14000,12333
19/12/2024,14000,12333
20/12/2024,14000,12333
21/12/2024,14000,12333
22/12/2024,14000,12333
23/12/2024,14000,12666
24/12/2024,14000,12666
25/12/2024,14000,12666
26/12/2024,14000,12666
27/12/2024,14000,12833
28/12/2024,14000,12833
29/12/2024,14000,12833
30/12/2024,14000,12750
31/12/2024,14000,12833
01/01/2025,14000,12833
02/01/2025,14000,12833
03/01/2025,14000,12833
04/01/2025,14000,12833
05/01/2025,14000,12833
06/01/2025,14000,13000
07/01/2025,14000,13000
08/01/2025,14000,13000
09/01/2025,14000,13000
10/01/2025,14000,13000
11/01/2025,14000,13000
12/01/2025,14000,13000
13/01/2025,14000,13000
14/01/2025,14000,13000
15/01/2025,14000,13000
16/01/2025,14000,13000
17/01/2025,14000,13000
18/01/2025,14000,13000
19/01/2025,14000,13000
20/01/2025,14000,13000
21/01/2025,14000,13000
22/01/2025,14000,13000
23/01/2025,14000,13000
24/01/2025,14000,13000
25/01/2025,14000,13000
26/01/2025,14000,13000
27/01/2025,14000,13000
28/01/2025,14000,13000
29/01/2025,14000,13000
30/01/2025,14000,13000
31/01/2025,14000,13000
01/02/2025,14000,13000
02/02/2025,14000,13000
03/02/2025,14000,13000
04/02/2025,14000,13000
05/02/2025,14000,13000
06/02/2025,14000,13000
07/02/2025,14000,13000
08/02/2025,14000,13000
09/02/2025,14000,13000
10/02/2025,14000,13000
11/02/2025,14000,13000
12/02/2025,14000,13000
13/02/2025,14000,13000
14/02/2025,14000,13000
